Gene.primaryIdentifier	Gene.featureType	Gene.qualifier	Gene.secondaryIdentifier	Gene.symbol	Gene.sgdAlias	Gene.featAttribute	Gene.length	Gene.chromosomeLocation.locatedOn.primaryIdentifier	Gene.locations.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.geneSummary	Gene.status	Gene.organism.commonName	Gene.description
S000005123	ORF	Dubious	YNL179C	null	SRF6	null	438	chrXIV	300666	301103	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance
S000005124	ORF	Verified	YNL180C	RHO5	Rho family GTPase RHO5 YNS0	null	996	chrXIV	299654	300649	-1	null	Active	null	Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; RAC1 ortholog; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity
S000005125	ORF	Uncharacterized	YNL181W	PBR1	putative oxidoreductase	null	1224	chrXIV	298335	299558	1	null	Active	null	Putative oxidoreductase; required for cell viability
S000005126	ORF	Verified	YNL182C	IPI3	chromatin-binding/pre-rRNA-processing protein IPI3	null	1668	chrXIV	295960	297627	-1	null	Active	null	Component of the Rix1 complex and pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; highly conserved protein which contains several WD40 motifs; IPI3 is an essential gene; other members include Rix1p, Ipi1p, and Ipi3p
S000005127	ORF	Verified	YNL183C	NPR1	serine/threonine protein kinase NPR1	null	2373	chrXIV	293137	295509	-1	null	Active	null	Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis by phosphorylating Ldb19p; positively regulates activity of the three Mep ammonium transport proteins; mediates inhibitory phosphorylation of Mep2p and Par32p; TOR complex negatively regulates Npr1p activity; NPR1 has a paralog, PRR2, that arose from the whole genome duplication
S000005128	ORF	Uncharacterized	YNL184C	null	null	null	327	chrXIV	292557	292883	-1	null	Active	null	Protein of unknown function; expressed at both mRNA and protein levels
S000005129	ORF	Verified	YNL185C	MRPL19	mitochondrial 54S ribosomal protein YmL19 uL11m YmL19	null	477	chrXIV	292193	292669	-1	null	Active	null	Mitochondrial ribosomal protein of the large subunit
S000005130	ORF	Verified	YNL186W	UBP10	DOT4 ubiquitin-specific protease UBP10	null	2379	chrXIV	289498	291876	1	null	Active	null	Ubiquitin-specific protease, deubiquitinates Ub-protein moieties; interacts with proteins that function in rRNA production and ribosome biogenesis via its intrinsically disordered regions; stabilizes Rpa190p by deubiquitination; controls PCNA deubiquitylation; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p, possibly other transporters; localized to the nucleolus; null mutant phenotypes are functionally complemented by human USP36
S000005131	ORF	Verified	YNL187W	SWT21	null	null	1074	chrXIV	287994	289067	1	null	Active	null	Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats
S000005132	ORF	Verified	YNL188W	KAR1	null	null	1302	chrXIV	286308	287609	1	null	Active	null	Protein involved in karyogamy and spindle pole body duplication; involved in karyogamy during mating; involved in spindle pole body duplication during mitosis; localizes to the half-bridge of the spindle pole body; interacts with Spc72p during karyogamy; also interacts with Cdc31p; essential gene
S000005133	ORF	Verified	YNL189W	SRP1	KAP60 karyopherin alpha SCM1	null	1629	chrXIV	284260	285888	1	null	Active	null	Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation
S000005134	ORF	Verified	YNL190W	null	null	null	615	chrXIV	282395	283009	1	null	Active	null	Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site
S000005135	ORF	Verified	YNL191W	DUG3	glutamine amidotransferase subunit DUG3	null	1074	chrXIV	280432	281505	1	null	Active	null	Component of glutamine amidotransferase (GATase II); forms a complex with Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)
S000005136	ORF	Verified	YNL192W	CHS1	chitin synthase CHS1 USA4	null	3396	chrXIV	276502	279897	1	null	Active	null	Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor
S000005137	ORF	Uncharacterized	YNL193W	null	null	null	1677	chrXIV	274368	276044	1	null	Active	null	Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis
S000005138	ORF	Verified	YNL194C	null	null	null	906	chrXIV	272710	273615	-1	null	Active	null	Integral membrane protein; required for sporulation and plasma membrane sphingolipid content; similar to SUR7; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; GFP-fusion protein is more abundant at MCCs (membrane compartment occupied by Can1) in the presence of glycerol and oleate; YNL194C has a paralog, FMP45, that arose from the whole genome duplication
S000005139	ORF	Uncharacterized	YNL195C	null	null	null	786	chrXIV	271523	272308	-1	null	Active	null	Protein of unknown function; shares a promoter with YNL194C; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YNL195C has a paralog, HBT1, that arose from the whole genome duplication
S000005140	ORF	Verified	YNL196C	SLZ1	null	null	897	chrXIV	270275	271171	-1	null	Active	null	Sporulation-specific protein with a leucine zipper motif; subunit of the MIS complex which controls mRNA methylation during during the induction of sporulation
S000005141	ORF	Verified	YNL197C	WHI3	mRNA-binding protein WHI3	null	1986	chrXIV	267608	269593	-1	null	Active	null	RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci; regulates genes involved in the cell cycle, sister chromatid cohesion, and stress response; acts as a cytoplasmic retention factor for Cdc28p and associated cyclins; regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start; Tpk1p (PKA) mediated phosphorylation (S568) inhibits Whi3p function, decreasing its interaction with CLN3 mRNA; regulates ploidy
S000005142	ORF	Dubious	YNL198C	null	null	null	303	chrXIV	266514	266816	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000005143	ORF	Verified	YNL199C	GCR2	null	null	1605	chrXIV	264926	266530	-1	null	Active	null	Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p
S000005144	ORF	Verified	YNL200C	NNR1	NADHX epimerase	null	741	chrXIV	263713	264453	-1	null	Active	null	NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
S000005145	ORF	Verified	YNL201C	PSY2	null	null	2577	chrXIV	260627	263203	-1	null	Active	null	Subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form the active complex, Psy4p may provide additional substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3
S000005146	ORF	Verified	YNL202W	SPS19	SPX19	null	879	chrXIV	259578	260456	1	null	Active	null	Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate
S000005147	ORF	Dubious	YNL203C	null	null	null	612	chrXIV	259439	260050	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000005148	ORF	Verified	YNL204C	SPS18	SPX18	null	903	chrXIV	258375	259277	-1	null	Active	null	Protein of unknown function, contains a putative zinc-binding domain; expressed during sporulation; SPS18 has a paralog, GCS1, that arose from the whole genome duplication
S000005149	ORF	Dubious	YNL205C	null	null	null	423	chrXIV	258155	258577	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000005150	ORF	Verified	YNL206C	RTT106	null	null	1368	chrXIV	256788	258155	-1	null	Active	null	Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)
S000005151	ORF	Verified	YNL207W	RIO2	protein kinase RIO2	null	1278	chrXIV	255353	256630	1	null	Active	null	Essential serine kinase involved in the processing of 20S pre-rRNA; involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p
S000005152	ORF	Verified	YNL208W	null	null	null	600	chrXIV	254418	255017	1	null	Active	null	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi
S000005153	ORF	Verified	YNL209W	SSB2	Hsp70 family ATPase SSB2 YG103	null	1842	chrXIV	252059	253900	1	null	Active	null	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication
S000005154	ORF	Verified	YNL210W	MER1	null	null	813	chrXIV	250931	251743	1	null	Active	null	mRNA-binding protein required for meiosis-specific mRNA splicing; required for chromosome pairing and meiotic recombination; Mer1p regulon embraces four essential meiotic pre-mRNAs: REC107, HFM1, AMA1 and SPO22
S000005155	ORF	Uncharacterized	YNL211C	MRX7	null	null	261	chrXIV	250055	250315	-1	null	Active	null	Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene
S000005156	ORF	Verified	YNL212W	VID27	null	null	2349	chrXIV	247461	249809	1	null	Active	null	Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth; contains two PH-like domains
S000005157	ORF	Verified	YNL213C	RRG9	null	null	645	chrXIV	246460	247104	-1	null	Active	null	Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
S000005158	ORF	Verified	YNL214W	PEX17	PAS9	null	600	chrXIV	245617	246216	1	null	Active	null	Membrane peroxin of the peroxisomal importomer complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis
S000005159	ORF	Verified	YNL215W	IES2	null	null	963	chrXIV	244468	245430	1	null	Active	null	Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress
S000005160	ORF	Verified	YNL216W	RAP1	DNA-binding transcription factor RAP1 GRF1 TBA1 TUF1	null	2484	chrXIV	241689	244172	1	null	Active	null	Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation, repression, chromatin silencing, telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain, central region with homology to Myb DNA binding domain, and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters
S000005161	ORF	Verified	YNL217W	PPN2	putative serine/threonine-protein phosphatase	null	981	chrXIV	240331	241311	1	null	Active	null	Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate
